,DBNOs,assists,boosts,damageDealt,deathType,headshotKills,heals,killPlace,killPoints,killPointsDelta,killStreaks,kills,lastKillPoints,lastWinPoints,longestKill,mostDamage,name,playerId,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,vehicleDestroys,walkDistance,weaponsAcquired,winPlace,winPoints,winPointsDelta,matchDuration,matchID,matchType,groupId,numGroups,maxPlace,winPlacePerc
0,0,0,0,0.0,byplayer,0,0,52,0,0,0,0,0,0,0.0,0,PRW_Chefufuu,account.95047219efed4973be723e0af30462f6,0,0,0.0,0,0,0,145.646,0,47.79286,2,7,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,894da22a-40e1-47e7-a3dc-946921fe5f5b,16,16,0.5625
0,0,0,0,0.0,byplayer,0,0,51,0,0,0,0,0,0,0.0,0,PRW_WA1J1,account.60ddc0da764c4a4f95be4211b2f53beb,0,0,4516.51,0,0,0,530.869,0,530.0374,5,7,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,894da22a-40e1-47e7-a3dc-946921fe5f5b,16,16,0.5625
0,1,0,4,25.4563751,byplayer,0,0,23,0,0,1,1,0,0,44.9866753,0,PRW_YJW,account.c51e644ffb674a4b8c857278469f0d67,0,0,3825.33032,0,107.481445,0,1135.27,0,2827.10156,4,7,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,894da22a-40e1-47e7-a3dc-946921fe5f5b,16,16,0.5625
0,1,0,4,211.968,byplayer,0,13,13,0,0,1,2,0,0,61.0420456,0,PRW_Return7777,account.f9dc6b6f31424d0983a812b2a62d1bcb,0,0,4430.497,0,108.272316,0,1266.274,1,2732.76636,3,7,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,894da22a-40e1-47e7-a3dc-946921fe5f5b,16,16,0.5625
0,0,0,3,44.58004,byplayer,0,2,62,0,0,0,0,0,0,0.0,0,FPX_MisakaOvO,account.781fd0530c6a4c20a2d25a492b97528c,0,0,7501.009,0,0,0,1013.977,0,996.959351,6,12,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,187e84dc-3d50-4fcf-9412-a9bee1216b9a,16,16,0.25
0,2,1,2,325.2676,byplayer,1,2,17,0,0,2,2,0,0,33.592762,0,FPX_x1aoTu,account.dadb2be212084d288289f08a850a4d05,0,0,6638.076,0,0,0,1161.934,0,1303.358,4,12,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,187e84dc-3d50-4fcf-9412-a9bee1216b9a,16,16,0.25
0,0,0,2,0.0,byplayer,0,0,61,0,0,0,0,0,0,0.0,0,FPX_RyaNNNNNNiKo,account.61fb5d4f1a644564be6df30e739e1be7,0,1,8219.269,0,0,0,1030.458,0,1331.80737,3,12,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,187e84dc-3d50-4fcf-9412-a9bee1216b9a,16,16,0.25
0,1,1,5,338.1752,byplayer,0,2,28,0,0,1,1,0,0,54.9078522,0,FPX_by,account.f1ebe488d8844f43969c69849583cd65,0,1,7429.63574,0,0,0,1156.575,0,615.654663,3,12,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,187e84dc-3d50-4fcf-9412-a9bee1216b9a,16,16,0.25
0,0,0,0,0.0,byplayer,0,0,68,0,0,0,0,0,0,0.0,0,TIA_NonGFu3quan,account.2fffeb17aa91418899a5a847dc5acd5e,0,0,5381.581,0,0,0,1013.417,0,1125.43579,3,14,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,13c03d42-bcdb-429c-a772-0e34735d3af2,16,16,0.125
0,0,0,2,85.36953,byplayer,0,0,67,0,0,0,0,0,0,0.0,0,TIA_Blue_Beidi,account.d4388b52801b48e4ab3eaaa4afcf54f1,0,0,6536.857,0,0,0,1021.454,0,1772.51563,5,14,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,13c03d42-bcdb-429c-a772-0e34735d3af2,16,16,0.125
0,0,0,0,0.0,byplayer,0,0,70,0,0,0,0,0,0,0.0,0,TIA_ZiHao-_-,account.79dc8a0f69924bd19cd7639f4f4f2bde,0,0,2703.60449,0,0,0,542.542,0,325.612122,6,14,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,13c03d42-bcdb-429c-a772-0e34735d3af2,16,16,0.125
0,0,0,5,192.134,byplayer,0,1,29,0,0,1,1,0,0,196.257034,0,TIA_Manguo,account.5f7ec30074cf40ffbde34a2104d28dd6,0,0,6201.585,0,0,0,1051.104,0,1271.01318,6,14,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,13c03d42-bcdb-429c-a772-0e34735d3af2,16,16,0.125
0,2,1,2,169.888489,byplayer,0,2,27,0,0,1,1,0,0,366.929169,0,Nw_Txxx,account.da84f2cdfbb24a7aa7e1f96fb1132300,0,0,239.250259,0,0,0,1168.005,0,2384.2627,4,11,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,c2924ab1-0810-41da-bbc2-1dd7983462fc,16,16,0.3125
0,0,0,3,125.58902,byplayer,0,4,60,0,0,0,0,0,0,0.0,0,Nw_xkbb,account.1748698192f947e5b79d0f4595af7378,0,0,1549.25452,0,0,0,1155.792,0,1873.46863,4,11,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,c2924ab1-0810-41da-bbc2-1dd7983462fc,16,16,0.3125
0,0,2,3,126.358276,byplayer,0,0,69,0,0,0,0,0,0,0.0,0,Nw_Lzy,account.e5ef90b385884faa9273941fdc3529e4,0,0,236.675858,0,0,0,770.237,0,1483.3092,3,14,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,c2924ab1-0810-41da-bbc2-1dd7983462fc,16,16,0.125
0,2,1,5,337.022156,byplayer,0,7,16,0,0,1,2,0,0,72.50202,0,Nw_Avalon,account.f45003d64b2b438ab1d605933d54a9c3,0,0,475.21,0,0,0,1180.019,0,2567.94116,4,11,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,c2924ab1-0810-41da-bbc2-1dd7983462fc,16,16,0.3125
0,0,1,3,21.4912567,byplayer,0,2,48,0,0,0,0,0,0,0.0,0,FTD-Leyii,account.f2aaf510a103404d983595894150dd38,0,1,599.4878,0,0,0,1424.761,0,996.4416,7,5,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,a0950a6c-5bcd-491e-b879-31950a81aea9,16,16,0.6875
0,0,1,3,145.404053,byplayer,0,6,49,0,0,0,0,0,0,0.0,0,FTD-Haonan,account.ae13d52c4133455e87960a847ffa6b57,0,0,984.7301,0,0,0,1415.375,0,1399.39612,6,5,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,a0950a6c-5bcd-491e-b879-31950a81aea9,16,16,0.6875
0,2,1,5,318.8592,byplayer,0,2,11,0,0,1,2,0,0,363.328,0,FTD-Loong,account.b3104cfa791c42cc8c44e04e0e1fca63,0,1,3294.429,0,0,0,1443.808,0,1881.625,3,5,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,a0950a6c-5bcd-491e-b879-31950a81aea9,16,16,0.6875
0,2,0,3,107.88118,byplayer,0,3,12,0,0,1,2,0,0,12.2099771,0,FTD-Lph,account.8c97b1dd6fed44d7862f44e5f31fa877,0,1,3445.76587,0,0,0,1440.887,0,1410.64331,4,5,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,a0950a6c-5bcd-491e-b879-31950a81aea9,16,16,0.6875
0,0,2,3,451.1091,byplayer,0,1,46,0,0,0,0,0,0,0.0,0,LGE_AhaNg-_-,account.b28fed9c8c444687a7a798d0d45c2faa,0,0,2254.94971,0,0,0,1398.586,0,1553.08081,4,3,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,e7b602be-48d0-49e0-aace-6a61ee3cf493,16,16,0.8125
0,3,2,7,801.0148,byplayer,0,2,19,0,0,1,1,0,0,62.3517151,0,LGE_Sanjiu-_-,account.5627e8f296df45a990f54f21fae7a029,0,0,3229.50684,0,0,0,1546.165,0,958.143738,5,3,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,e7b602be-48d0-49e0-aace-6a61ee3cf493,16,16,0.8125
0,0,1,6,109.118111,byplayer,0,2,45,0,0,0,0,0,0,0.0,0,LGE_DieYi,account.dd9a72d7dc7a4e27b752a6025a834f88,0,1,2278.18823,0,0,0,1426.123,0,1697.74365,3,3,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,e7b602be-48d0-49e0-aace-6a61ee3cf493,16,16,0.8125
0,1,0,3,216.133331,byplayer,2,2,8,0,0,1,2,0,0,50.8150063,0,LGE_Timon,account.9544be8362204056ab37ad71e029f3bc,0,0,2666.86841,0,0,0,1442.48,1,1859.76892,4,3,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,e7b602be-48d0-49e0-aace-6a61ee3cf493,16,16,0.8125
0,0,0,1,28.38,byplayer,0,0,75,0,0,0,0,0,0,0.0,0,OMGxiaohaixxxx,account.5ec1dbb096e849548c65085efc5cc3c7,0,0,733.030334,0,0,0,528.754,0,925.637756,3,16,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,ed1e9889-3d3b-4d0e-afa8-a5f9013e5c88,16,16,0.0
0,0,0,0,0.0,byplayer,0,0,76,0,0,0,0,0,0,0.0,0,OMGsilentBT,account.f72b10692cff4e0d8f4bb0a1b3060a00,0,0,1234.254,0,0,0,525.4,0,598.302856,2,16,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,ed1e9889-3d3b-4d0e-afa8-a5f9013e5c88,16,16,0.0
0,1,0,1,83.79467,byplayer,0,0,77,0,0,0,0,0,0,0.0,0,OMGlionkk,account.1ca6d0bfc76f483db19f951279ae6a6a,0,0,1980.54749,0,0,0,523.551,0,515.8816,4,16,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,ed1e9889-3d3b-4d0e-afa8-a5f9013e5c88,16,16,0.0
0,1,0,0,73.62,byplayer,0,0,74,0,0,0,0,0,0,0.0,0,OMGClouds,account.17681fa139564aa395abdadc42a69e6f,0,0,1092.31738,0,0,0,535.188,0,600.202942,4,16,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,ed1e9889-3d3b-4d0e-afa8-a5f9013e5c88,16,16,0.0
0,1,2,0,312.802155,byplayer,0,0,9,0,0,1,2,0,0,134.571381,0,17_MonkeyKing,account.de91250b8e8e45d8bd320d7c653224e5,0,0,1135.239,0,0,0,1411.363,2,597.1578,5,4,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,b724f909-824a-4237-ab18-abdcfd5ae724,16,16,0.75
0,1,0,2,119.72644,byplayer,0,0,20,0,0,1,1,0,0,174.106522,0,17_shou,account.6258c4a6d78643ce9edf1d552db1994a,0,0,391.917175,0,0,0,1014.776,0,857.2011,3,4,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,b724f909-824a-4237-ab18-abdcfd5ae724,16,16,0.75
0,0,2,6,181.978,byplayer,0,5,47,0,0,0,0,0,0,0.0,0,17_shox,account.5f54a659dd4644f497c309b38b5b67ea,0,0,962.297058,0,0,0,1452.177,0,1075.25732,3,4,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,b724f909-824a-4237-ab18-abdcfd5ae724,16,16,0.75
0,1,1,4,169.799591,byplayer,1,0,10,0,0,1,2,0,0,229.00946,0,17_yyxovo,account.d178317012fe4568abf51faafd673c93,0,0,1335.691,0,0,0,1391.711,0,1163.58252,2,4,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,b724f909-824a-4237-ab18-abdcfd5ae724,16,16,0.75
0,0,0,3,154.01001,byplayer,0,1,24,0,0,1,1,0,0,24.956,0,KG_yyangkkk,account.128ed8ae779748af98cfb42422ebe6d7,0,1,2681.96753,0,0,0,1208.93,0,1502.33752,6,9,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,eef85818-fb98-4a96-9f81-6b446db97d0f,16,16,0.4375
0,3,2,4,329.187073,byplayer,0,1,14,0,0,2,2,0,0,21.7223,0,KG_ZGG01,account.bfa90961772c49afb4348a58a46e0e4b,0,0,1426.35449,0,0,0,1126.724,0,1375.96887,5,9,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,eef85818-fb98-4a96-9f81-6b446db97d0f,16,16,0.4375
0,2,1,2,254.180008,byplayer,2,1,15,0,0,1,2,0,0,44.1934776,0,KG_r29,account.20cdf87a4d6b4535b9440193b063b1d9,0,0,3727.99438,0,0,0,1099.134,0,1028.1626,3,9,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,eef85818-fb98-4a96-9f81-6b446db97d0f,16,16,0.4375
0,0,1,3,24.24346,byplayer,0,1,57,0,0,0,0,0,0,0.0,0,KG_970,account.03a85ec0dd8145e79f70f058f9adcdc3,0,1,3342.95166,0,0,0,1233.805,0,1415.08191,6,9,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,eef85818-fb98-4a96-9f81-6b446db97d0f,16,16,0.4375
0,0,1,4,60.6299973,byplayer,0,2,50,0,0,0,0,0,0,0.0,0,BAPig,account.4967907516904cee8a89f974e38b373c,0,0,2705.86914,0,0,0,1294.238,0,2649.14258,3,6,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,5c42b3dc-6c90-429a-be7f-b769c17cbf70,16,16,0.625
0,0,0,1,75.0,byplayer,0,1,21,0,0,1,1,0,0,26.8535824,0,BADecember,account.78931500a6194de8aeba6e6759b99fdd,0,1,2863.18848,0,0,0,1229.532,0,1665.27441,3,6,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,5c42b3dc-6c90-429a-be7f-b769c17cbf70,16,16,0.625
0,1,1,4,302.449921,byplayer,0,2,7,0,0,2,3,0,0,36.80276,0,BAJoe,account.03b87c179640425d8d55af8525cdd0a8,0,1,2626.2915,0,0,0,1294.232,0,2004.65027,4,6,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,5c42b3dc-6c90-429a-be7f-b769c17cbf70,16,16,0.625
0,1,0,4,87.1913452,byplayer,1,2,22,0,0,1,1,0,0,41.33474,0,BAkkking,account.6769f83ffd5c40d39512d84ebd42003b,0,0,2810.584,0,0,0,1178.092,0,2004.53723,2,6,0,0,1590,fe091799-3b90-495a-a355-b856053deaed,match,5c42b3dc-6c90-429a-be7f-b769c17cbf70,16,16,0.625
0,0,0,3,369.3496,alive,0,1,6,0,0,2,2,0,0,178.08371,0,Vc-TKzhun,account.5f876572642d40edb7b4a77bbdac0d37,0,0,5419.745,0,0,0,1540.716,0,1306.66113,3,1,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,815f8e3e-b4c6-4833-94e0-36d1da4f8a03,16,16,0.9375
0,0,0,1,0.0,byplayer,0,0,49,0,0,0,0,0,0,0.0,0,Vc-DouM,account.e65ee81611d944fca925301ab347f7da,0,0,6458.022,0,0,0,1195.946,0,1064.19287,2,1,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,815f8e3e-b4c6-4833-94e0-36d1da4f8a03,16,16,0.9375
0,1,1,4,205.754959,byplayer,0,0,16,0,0,1,1,0,0,11.1966982,0,Vc-Tide,account.0aeb4138b836480399b303a2f3ba724b,0,0,5693.91943,0,0,0,1521.619,1,1934.0448,7,1,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,815f8e3e-b4c6-4833-94e0-36d1da4f8a03,16,16,0.9375
0,1,1,1,258.8371,alive,0,0,7,0,0,1,2,0,0,15.2420788,0,Vc-Summer,account.738e200bc35f4e4d9f92675912a550bc,0,0,6618.255,0,0,0,1540.716,0,1216.987,4,1,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,815f8e3e-b4c6-4833-94e0-36d1da4f8a03,16,16,0.9375
0,1,0,4,359.734,byplayer,0,2,22,0,0,1,1,0,0,38.06019,0,FPX_RyaNNNNNNiKo,account.61fb5d4f1a644564be6df30e739e1be7,0,0,4090.06738,0,0,0,1398.194,0,856.492432,4,5,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,4c2c19a1-efe2-439f-a153-093eb9dcc51c,16,16,0.6875
0,2,2,5,392.6473,suicide,0,7,24,0,0,1,1,0,0,314.654816,0,FPX_x1aoTu,account.dadb2be212084d288289f08a850a4d05,0,0,2027.96912,0,0,1,1381.448,0,1014.52032,5,5,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,4c2c19a1-efe2-439f-a153-093eb9dcc51c,16,16,0.6875
0,0,0,1,0.0,byplayer,0,0,77,0,0,0,0,0,0,0.0,0,FPX_MisakaOvO,account.781fd0530c6a4c20a2d25a492b97528c,0,0,1583.68237,0,0,0,266.596,0,190.00856,2,16,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,4c2c19a1-efe2-439f-a153-093eb9dcc51c,16,16,0.0
0,1,3,3,308.017426,byplayer,0,0,23,0,0,1,1,0,0,313.339447,0,FPX_by,account.f1ebe488d8844f43969c69849583cd65,0,1,3147.36182,0,0,0,1398.191,0,1246.35315,4,5,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,4c2c19a1-efe2-439f-a153-093eb9dcc51c,16,16,0.6875
0,3,2,2,307.646332,byplayer,0,1,11,0,0,1,2,0,0,52.0936432,0,BAJoe,account.03b87c179640425d8d55af8525cdd0a8,0,0,3193.94458,0,0,0,942.156,0,1247.64453,11,8,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,186acd9c-2df6-4b21-ac0d-3195c1031441,16,16,0.5
0,2,1,4,340.2614,byplayer,2,2,4,0,0,2,3,0,0,59.284,0,BADecember,account.78931500a6194de8aeba6e6759b99fdd,0,1,4548.748,0,0,0,1104.832,0,1850.5376,7,8,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,186acd9c-2df6-4b21-ac0d-3195c1031441,16,16,0.5
0,0,0,0,64.68,byplayer,0,0,59,0,0,0,0,0,0,0.0,0,BAkkking,account.6769f83ffd5c40d39512d84ebd42003b,0,0,3443.57373,0,0,0,663.259,0,1138.36169,6,8,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,186acd9c-2df6-4b21-ac0d-3195c1031441,16,16,0.5
0,2,0,7,403.33136,byplayer,0,6,2,0,0,2,5,0,0,105.359177,0,BAPig,account.4967907516904cee8a89f974e38b373c,0,0,3975.63745,0,0,0,1196.972,0,1729.98145,5,8,0,0,1540,dd63c110-4454-4b38-9de3-81f3a313473c,match,186acd9c-2df6-4b21-ac0d-3195c1031441,16,16,0.5
