DBNOs,assists,boosts,damageDealt,deathType,headshotKills,heals,killPlace,killPoints,killPointsDelta,killStreaks,kills,lastKillPoints,lastWinPoints,longestKill,mostDamage,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,vehicleDestroys,walkDistance,weaponsAcquired,winPlace,winPoints,winPointsDelta,matchDuration,numGroups,maxPlace,winPlacePerc
0,0,0,422.635,alive,0,0,1,0,0,1,1,0,0,12.0088778,0,0,0,0,0,0,0,581.392,0,0,7,1,0,0,581,2,2,0.5
0,0,3,0,byplayer,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.375,0,0,5,2,0,0,581,2,2,0
1,0,9,89.1068,byplayer,0,7,53,0,0,0,0,0,0,0,0,0,0,5451.888,0,0,0,1246.492,1,642.0093,7,8,0,0,1590,16,16,0.5
0,0,3,0,byplayer,0,0,56,0,0,0,0,0,0,0,0,0,0,3088.211,0,0,0,595.296,0,684.7871,3,8,0,0,1590,16,16,0.5
0,1,5,101.733032,byplayer,0,3,54,0,0,0,0,0,0,0,0,0,1,3243.89136,0,0,0,1232.848,0,1116.65833,4,8,0,0,1590,16,16,0.5
0,0,0,0,byplayer,0,0,55,0,0,0,0,0,0,0,0,0,0,3504.165,0,0,0,611.67,0,857.071167,5,8,0,0,1590,16,16,0.5
0,0,6,154.174,byplayer,0,1,64,0,0,0,0,0,0,0,0,0,0,988.887756,0,0,0,1134.079,0,2318.98682,4,13,0,0,1590,16,16,0.1875
2,1,4,585.2755,byplayer,0,9,63,0,0,0,0,0,0,0,0,0,0,1035.2782,0,0,0,1134.083,0,2215.639,4,13,0,0,1590,16,16,0.1875
0,0,2,0,byplayer,0,0,65,0,0,0,0,0,0,0,0,0,0,662.971558,0,0,0,702.812,0,1496.60754,4,13,0,0,1590,16,16,0.1875
0,0,1,0,byplayer,0,0,66,0,0,0,0,0,0,0,0,0,0,1480.729,0,0,0,441.571,0,444.745117,3,13,0,0,1590,16,16,0.1875
1,0,0,17.4400043,byplayer,0,0,30,0,0,1,1,0,0,10.5712852,0,0,1,1999.80688,0,0,0,580.367,0,587.4657,7,15,0,0,1590,16,16,0.0625
0,1,0,82.56,byplayer,0,0,73,0,0,0,0,0,0,0,0,0,0,2697.75244,0,0,0,573.825,0,519.9905,4,15,0,0,1590,16,16,0.0625
0,0,1,64.0337143,byplayer,0,1,71,0,0,0,0,0,0,0,0,0,0,2952.29126,0,0,0,794.571,0,632.707458,3,15,0,0,1590,16,16,0.0625
0,0,0,0,byplayer,0,0,72,0,0,0,0,0,0,0,0,0,0,2554.245,0,0,0,576.141,0,410.672882,7,15,0,0,1590,16,16,0.0625
2,0,4,568.615967,byplayer,1,0,4,0,0,2,3,0,0,45.2309227,0,0,0,2200.59082,0,0,0,1590.515,0,2041.89392,7,2,0,0,1590,16,16,0.875
3,1,3,493.6788,byplayer,0,5,6,0,0,1,3,0,0,271.034637,0,0,0,1515.121,0,0,0,1420.14,0,2332.57764,5,2,0,0,1590,16,16,0.875
2,1,3,331.2283,byplayer,0,0,5,0,0,1,3,0,0,302.967957,0,0,0,708.990051,0,0,0,1443.954,0,1442.21863,5,2,0,0,1590,16,16,0.875
3,3,2,404.3824,byplayer,0,2,44,0,0,0,0,0,0,0,0,0,0,1721.84717,0,0,0,1536.574,0,2253.15967,5,2,0,0,1590,16,16,0.875
0,0,3,0,byplayer,0,1,58,0,0,0,0,0,0,0,0,0,0,5773.121,0,0,0,1189.726,0,1067.07141,4,10,0,0,1590,16,16,0.375
1,0,5,148.0095,byplayer,1,3,26,0,0,1,1,0,0,22.3886662,0,0,0,6799.52637,0,0,0,1181.691,0,1019.36505,4,10,0,0,1590,16,16,0.375
1,0,6,66.46767,byplayer,0,2,25,0,0,1,1,0,0,3.90426946,0,0,0,5231.439,0,0,0,1189.731,0,1191.46057,4,10,0,0,1590,16,16,0.375
1,1,3,149.1126,byplayer,0,0,59,0,0,0,0,0,0,0,0,0,0,5950.351,0,0,0,1167.72,0,1286.0282,5,10,0,0,1590,16,16,0.375
2,0,0,196.7081,byplayer,0,0,18,0,0,1,1,0,0,5.333512,0,0,0,4964.00439,0,0,0,553.541,0,575.895,4,1,0,0,1590,16,16,0.9375
4,4,6,611.8612,byplayer,0,1,3,0,0,1,3,0,0,214.412033,0,0,0,5743.1543,0,0,0,1577.959,1,2606.76245,4,1,0,0,1590,16,16,0.9375
2,5,8,512.787231,alive,2,4,2,0,0,1,5,0,0,316.766357,0,0,0,5061.661,0,0,0,1590.548,3,2087.04517,8,1,0,0,1590,16,16,0.9375
5,1,7,655.494568,alive,2,4,1,0,0,1,7,0,0,345.6583,0,0,1,5064.97461,0,0,0,1590.548,0,2606.29077,5,1,0,0,1590,16,16,0.9375
0,0,0,0,byplayer,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.646,0,47.79286,2,7,0,0,1590,16,16,0.5625
0,0,0,0,byplayer,0,0,51,0,0,0,0,0,0,0,0,0,0,4516.51,0,0,0,530.869,0,530.0374,5,7,0,0,1590,16,16,0.5625
1,0,4,25.4563751,byplayer,0,0,23,0,0,1,1,0,0,44.9866753,0,0,0,3825.33032,0,107.481445,0,1135.27,0,2827.10156,4,7,0,0,1590,16,16,0.5625
1,0,4,211.968,byplayer,0,13,13,0,0,1,2,0,0,61.0420456,0,0,0,4430.497,0,108.272316,0,1266.274,1,2732.76636,3,7,0,0,1590,16,16,0.5625
0,0,3,44.58004,byplayer,0,2,62,0,0,0,0,0,0,0,0,0,0,7501.009,0,0,0,1013.977,0,996.959351,6,12,0,0,1590,16,16,0.25
2,1,2,325.2676,byplayer,1,2,17,0,0,2,2,0,0,33.592762,0,0,0,6638.076,0,0,0,1161.934,0,1303.358,4,12,0,0,1590,16,16,0.25
0,0,2,0,byplayer,0,0,61,0,0,0,0,0,0,0,0,0,1,8219.269,0,0,0,1030.458,0,1331.80737,3,12,0,0,1590,16,16,0.25
1,1,5,338.1752,byplayer,0,2,28,0,0,1,1,0,0,54.9078522,0,0,1,7429.63574,0,0,0,1156.575,0,615.654663,3,12,0,0,1590,16,16,0.25
0,0,0,0,byplayer,0,0,68,0,0,0,0,0,0,0,0,0,0,5381.581,0,0,0,1013.417,0,1125.43579,3,14,0,0,1590,16,16,0.125
0,0,2,85.36953,byplayer,0,0,67,0,0,0,0,0,0,0,0,0,0,6536.857,0,0,0,1021.454,0,1772.51563,5,14,0,0,1590,16,16,0.125
0,0,0,0,byplayer,0,0,70,0,0,0,0,0,0,0,0,0,0,2703.60449,0,0,0,542.542,0,325.612122,6,14,0,0,1590,16,16,0.125
0,0,5,192.134,byplayer,0,1,29,0,0,1,1,0,0,196.257034,0,0,0,6201.585,0,0,0,1051.104,0,1271.01318,6,14,0,0,1590,16,16,0.125
2,1,2,169.888489,byplayer,0,2,27,0,0,1,1,0,0,366.929169,0,0,0,239.250259,0,0,0,1168.005,0,2384.2627,4,11,0,0,1590,16,16,0.3125
0,0,3,125.58902,byplayer,0,4,60,0,0,0,0,0,0,0,0,0,0,1549.25452,0,0,0,1155.792,0,1873.46863,4,11,0,0,1590,16,16,0.3125
0,2,3,126.358276,byplayer,0,0,69,0,0,0,0,0,0,0,0,0,0,236.675858,0,0,0,770.237,0,1483.3092,3,14,0,0,1590,16,16,0.125
2,1,5,337.022156,byplayer,0,7,16,0,0,1,2,0,0,72.50202,0,0,0,475.21,0,0,0,1180.019,0,2567.94116,4,11,0,0,1590,16,16,0.3125
0,1,3,21.4912567,byplayer,0,2,48,0,0,0,0,0,0,0,0,0,1,599.4878,0,0,0,1424.761,0,996.4416,7,5,0,0,1590,16,16,0.6875
0,1,3,145.404053,byplayer,0,6,49,0,0,0,0,0,0,0,0,0,0,984.7301,0,0,0,1415.375,0,1399.39612,6,5,0,0,1590,16,16,0.6875
2,1,5,318.8592,byplayer,0,2,11,0,0,1,2,0,0,363.328,0,0,1,3294.429,0,0,0,1443.808,0,1881.625,3,5,0,0,1590,16,16,0.6875
2,0,3,107.88118,byplayer,0,3,12,0,0,1,2,0,0,12.2099771,0,0,1,3445.76587,0,0,0,1440.887,0,1410.64331,4,5,0,0,1590,16,16,0.6875
0,2,3,451.1091,byplayer,0,1,46,0,0,0,0,0,0,0,0,0,0,2254.94971,0,0,0,1398.586,0,1553.08081,4,3,0,0,1590,16,16,0.8125
3,2,7,801.0148,byplayer,0,2,19,0,0,1,1,0,0,62.3517151,0,0,0,3229.50684,0,0,0,1546.165,0,958.143738,5,3,0,0,1590,16,16,0.8125
0,1,6,109.118111,byplayer,0,2,45,0,0,0,0,0,0,0,0,0,1,2278.18823,0,0,0,1426.123,0,1697.74365,3,3,0,0,1590,16,16,0.8125
1,0,3,216.133331,byplayer,2,2,8,0,0,1,2,0,0,50.8150063,0,0,0,2666.86841,0,0,0,1442.48,1,1859.76892,4,3,0,0,1590,16,16,0.8125
0,0,1,28.38,byplayer,0,0,75,0,0,0,0,0,0,0,0,0,0,733.030334,0,0,0,528.754,0,925.637756,3,16,0,0,1590,16,16,0
0,0,0,0,byplayer,0,0,76,0,0,0,0,0,0,0,0,0,0,1234.254,0,0,0,525.4,0,598.302856,2,16,0,0,1590,16,16,0
1,0,1,83.79467,byplayer,0,0,77,0,0,0,0,0,0,0,0,0,0,1980.54749,0,0,0,523.551,0,515.8816,4,16,0,0,1590,16,16,0
1,0,0,73.62,byplayer,0,0,74,0,0,0,0,0,0,0,0,0,0,1092.31738,0,0,0,535.188,0,600.202942,4,16,0,0,1590,16,16,0
1,2,0,312.802155,byplayer,0,0,9,0,0,1,2,0,0,134.571381,0,0,0,1135.239,0,0,0,1411.363,2,597.1578,5,4,0,0,1590,16,16,0.75
1,0,2,119.72644,byplayer,0,0,20,0,0,1,1,0,0,174.106522,0,0,0,391.917175,0,0,0,1014.776,0,857.2011,3,4,0,0,1590,16,16,0.75
0,2,6,181.978,byplayer,0,5,47,0,0,0,0,0,0,0,0,0,0,962.297058,0,0,0,1452.177,0,1075.25732,3,4,0,0,1590,16,16,0.75
1,1,4,169.799591,byplayer,1,0,10,0,0,1,2,0,0,229.00946,0,0,0,1335.691,0,0,0,1391.711,0,1163.58252,2,4,0,0,1590,16,16,0.75
0,0,3,154.01001,byplayer,0,1,24,0,0,1,1,0,0,24.956,0,0,1,2681.96753,0,0,0,1208.93,0,1502.33752,6,9,0,0,1590,16,16,0.4375
3,2,4,329.187073,byplayer,0,1,14,0,0,2,2,0,0,21.7223,0,0,0,1426.35449,0,0,0,1126.724,0,1375.96887,5,9,0,0,1590,16,16,0.4375
2,1,2,254.180008,byplayer,2,1,15,0,0,1,2,0,0,44.1934776,0,0,0,3727.99438,0,0,0,1099.134,0,1028.1626,3,9,0,0,1590,16,16,0.4375
0,1,3,24.24346,byplayer,0,1,57,0,0,0,0,0,0,0,0,0,1,3342.95166,0,0,0,1233.805,0,1415.08191,6,9,0,0,1590,16,16,0.4375
0,1,4,60.6299973,byplayer,0,2,50,0,0,0,0,0,0,0,0,0,0,2705.86914,0,0,0,1294.238,0,2649.14258,3,6,0,0,1590,16,16,0.625
0,0,1,75,byplayer,0,1,21,0,0,1,1,0,0,26.8535824,0,0,1,2863.18848,0,0,0,1229.532,0,1665.27441,3,6,0,0,1590,16,16,0.625
1,1,4,302.449921,byplayer,0,2,7,0,0,2,3,0,0,36.80276,0,0,1,2626.2915,0,0,0,1294.232,0,2004.65027,4,6,0,0,1590,16,16,0.625
1,0,4,87.1913452,byplayer,1,2,22,0,0,1,1,0,0,41.33474,0,0,0,2810.584,0,0,0,1178.092,0,2004.53723,2,6,0,0,1590,16,16,0.625
0,0,3,369.3496,alive,0,1,6,0,0,2,2,0,0,178.08371,0,0,0,5419.745,0,0,0,1540.716,0,1306.66113,3,1,0,0,1540,16,16,0.9375
0,0,1,0,byplayer,0,0,49,0,0,0,0,0,0,0,0,0,0,6458.022,0,0,0,1195.946,0,1064.19287,2,1,0,0,1540,16,16,0.9375
1,1,4,205.754959,byplayer,0,0,16,0,0,1,1,0,0,11.1966982,0,0,0,5693.91943,0,0,0,1521.619,1,1934.0448,7,1,0,0,1540,16,16,0.9375
1,1,1,258.8371,alive,0,0,7,0,0,1,2,0,0,15.2420788,0,0,0,6618.255,0,0,0,1540.716,0,1216.987,4,1,0,0,1540,16,16,0.9375
1,0,4,359.734,byplayer,0,2,22,0,0,1,1,0,0,38.06019,0,0,0,4090.06738,0,0,0,1398.194,0,856.492432,4,5,0,0,1540,16,16,0.6875
2,2,5,392.6473,suicide,0,7,24,0,0,1,1,0,0,314.654816,0,0,0,2027.96912,0,0,1,1381.448,0,1014.52032,5,5,0,0,1540,16,16,0.6875
0,0,1,0,byplayer,0,0,77,0,0,0,0,0,0,0,0,0,0,1583.68237,0,0,0,266.596,0,190.00856,2,16,0,0,1540,16,16,0
1,3,3,308.017426,byplayer,0,0,23,0,0,1,1,0,0,313.339447,0,0,1,3147.36182,0,0,0,1398.191,0,1246.35315,4,5,0,0,1540,16,16,0.6875
3,2,2,307.646332,byplayer,0,1,11,0,0,1,2,0,0,52.0936432,0,0,0,3193.94458,0,0,0,942.156,0,1247.64453,11,8,0,0,1540,16,16,0.5
2,1,4,340.2614,byplayer,2,2,4,0,0,2,3,0,0,59.284,0,0,1,4548.748,0,0,0,1104.832,0,1850.5376,7,8,0,0,1540,16,16,0.5
0,0,0,64.68,byplayer,0,0,59,0,0,0,0,0,0,0,0,0,0,3443.57373,0,0,0,663.259,0,1138.36169,6,8,0,0,1540,16,16,0.5
2,0,7,403.33136,byplayer,0,6,2,0,0,2,5,0,0,105.359177,0,0,0,3975.63745,0,0,0,1196.972,0,1729.98145,5,8,0,0,1540,16,16,0.5
1,0,1,100,byplayer,0,0,75,0,0,0,0,0,0,0,0,0,0,1888.381,0,0,0,602.258,0,784.845154,2,16,0,0,1540,16,16,0
0,0,0,38.7471123,byplayer,0,0,76,0,0,0,0,0,0,0,0,0,0,1095.1355,0,0,0,346.974,0,210.9351,3,16,0,0,1540,16,16,0
0,0,1,32.9113,byplayer,0,0,74,0,0,0,0,0,0,0,0,0,0,1850.25244,0,0,0,700.025,0,833.9055,2,16,0,0,1540,16,16,0
0,0,3,61.3664856,byplayer,0,4,73,0,0,0,0,0,0,0,0,0,0,1550.46375,0,0,0,700.473,0,906.3209,4,16,0,0,1540,16,16,0
1,1,3,215.50209,byplayer,0,2,26,0,0,1,1,0,0,380.447235,0,0,1,6715.77051,0,0,0,1190.046,0,984.7294,3,9,0,0,1540,16,16,0.4375
1,1,1,133.674988,byplayer,0,0,27,0,0,1,1,0,0,51.8442154,0,0,0,7309.26074,0,0,0,1037.947,0,868.3042,2,9,0,0,1540,16,16,0.4375
2,0,2,143.24,byplayer,0,2,12,0,0,2,2,0,0,34.2389221,0,0,1,5307.748,0,0,0,1143.815,0,695.1537,6,9,0,0,1540,16,16,0.4375
5,4,5,484.072968,byplayer,0,2,5,0,0,1,3,0,0,378.177765,0,0,0,6708.34131,0,0,0,1190.04,0,1020.89417,4,9,0,0,1540,16,16,0.4375
1,0,0,100,byplayer,0,0,19,0,0,1,1,0,0,4.93964529,0,0,0,1731.46338,0,0,0,222.561,0,87.35268,2,3,0,0,1540,16,16,0.8125
2,1,2,234.763779,byplayer,1,1,3,0,0,2,4,0,0,243.083923,0,0,0,3764.08057,0,0,0,1418.258,0,906.6488,7,3,0,0,1540,16,16,0.8125
0,0,0,0,byplayer,0,0,51,0,0,0,0,0,0,0,0,0,0,1837.42725,0,0,0,216.953,0,15.8071327,1,3,0,0,1540,16,16,0.8125
1,0,0,152.258148,byplayer,0,1,18,0,0,1,1,0,0,47.6999321,0,0,0,1033.6543,0,0,0,933.706,0,618.085144,5,3,0,0,1540,16,16,0.8125
0,1,0,104.245285,byplayer,0,0,30,0,0,1,1,0,0,190.674622,0,0,0,2320.57227,0,0,0,1000.094,0,866.8357,9,11,0,0,1540,16,16,0.3125
1,2,2,220.132156,byplayer,0,0,29,0,0,1,1,0,0,205.238144,0,0,0,1962.94287,0,0,0,1000.103,0,1332.03943,5,11,0,0,1540,16,16,0.3125
0,0,0,0,byplayer,0,0,63,0,0,0,0,0,0,0,0,0,0,1736.44214,0,0,0,995.279,0,904.557251,2,11,0,0,1540,16,16,0.3125
0,0,0,104.219063,byplayer,0,0,62,0,0,0,0,0,0,0,0,0,0,2071.30615,0,0,0,1000.098,0,1267.994,6,11,0,0,1540,16,16,0.3125
0,0,3,28.84525,byplayer,0,2,70,0,0,0,0,0,0,0,0,0,0,4809.03662,0,0,0,838.078,0,1232.172,4,15,0,0,1540,16,16,0.0625
0,0,1,28.81634,byplayer,0,0,72,0,0,0,0,0,0,0,0,0,0,3154.69775,0,0,0,565.92,0,335.401062,4,15,0,0,1540,16,16,0.0625
0,1,0,0,byplayer,0,0,71,0,0,0,0,0,0,0,0,0,0,1493.10876,0,0,0,571.805,0,735.0033,4,15,0,0,1540,16,16,0.0625
1,0,0,100,byplayer,0,0,35,0,0,1,1,0,0,23.3101482,0,0,0,2810.25317,0,0,0,571.395,0,749.2522,4,15,0,0,1540,16,16,0.0625
1,1,0,100,byplayer,0,0,33,0,0,1,1,0,0,122.03965,0,0,0,1216.72388,0,0,0,234.471,0,74.83163,2,13,0,0,1540,16,16,0.1875
0,0,4,58.6388,byplayer,0,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927.157,0,1620.895,3,13,0,0,1540,16,16,0.1875
1,0,0,100,byplayer,0,0,32,0,0,1,1,0,0,7.739775,0,0,0,917.3901,0,0,0,236.586,0,31.3782578,2,13,0,0,1540,16,16,0.1875
0,0,1,0,byplayer,0,2,67,0,0,0,0,0,0,0,0,0,0,435.169678,0,0,0,387.85,0,566.241943,3,13,0,0,1540,16,16,0.1875
1,3,4,335.059174,byplayer,1,1,17,0,0,1,1,0,0,4.990293,0,0,0,5408.57,0,98.83523,0,1540.675,0,3305.61035,6,2,0,0,1540,16,16,0.875
0,0,0,0,byplayer,0,1,50,0,0,0,0,0,0,0,0,0,0,4292.001,0,106.045372,0,1037.569,0,2013.00342,4,2,0,0,1540,16,16,0.875
1,2,4,376.009583,byplayer,1,5,8,0,0,1,2,0,0,217.75853,0,0,0,4824.51,0,108.017479,0,1540.678,0,3086.55469,4,2,0,0,1540,16,16,0.875
2,0,3,271.486877,byplayer,0,1,9,0,0,1,2,0,0,185.8948,0,0,0,4875.792,0,122.399734,0,1524.639,0,2811.59717,6,2,0,0,1540,16,16,0.875
0,1,1,276.526276,byplayer,0,5,64,0,0,0,0,0,0,0,0,0,0,54.60942,0,0,0,937.583,0,1569.34265,5,12,0,0,1540,16,16,0.25
0,0,2,0,byplayer,0,4,65,0,0,0,0,0,0,0,0,0,0,920.187561,0,0,0,927.801,0,1188.67554,3,12,0,0,1540,16,16,0.25
1,0,2,161.699356,byplayer,0,3,14,0,0,2,2,0,0,70.1315,0,0,0,921.2102,0,0,0,937.899,0,1616.56812,2,12,0,0,1540,16,16,0.25
2,1,3,178.060623,byplayer,0,1,31,0,0,1,1,0,0,34.0165024,0,0,1,1542.60864,0,0,0,942.425,0,1256.33386,5,12,0,0,1540,16,16,0.25
2,2,6,231.969986,byplayer,0,3,34,0,0,1,1,0,0,66.97659,0,0,0,968.8934,0,0,0,902.769,0,1007.57208,5,14,0,0,1540,16,16,0.125
1,1,1,195.946671,byplayer,0,2,68,0,0,0,0,0,0,0,0,0,1,1223.451,0,0,0,902.764,0,1023.9585,4,14,0,0,1540,16,16,0.125
0,0,1,14.6789408,byplayer,0,0,69,0,0,0,0,0,0,0,0,0,1,1890.79309,0,0,0,654.029,0,1267.19873,4,14,0,0,1540,16,16,0.125
2,0,2,131.63,byplayer,1,6,15,0,0,1,2,0,0,11.2169571,0,0,0,3202.28442,0,0,0,653.192,0,530.8551,4,14,0,0,1540,16,16,0.125
0,0,2,111.582664,byplayer,0,3,53,0,0,0,0,0,0,0,0,0,0,1565.58594,0,0,0,1072.08,0,2022.31689,4,4,0,0,1540,16,16,0.75
1,1,4,348.5234,byplayer,0,1,21,0,0,1,1,0,0,34.0060768,0,0,1,2562.45313,0,94.05869,0,1407.439,0,2239.10083,4,4,0,0,1540,16,16,0.75
1,0,5,470.721954,byplayer,0,3,20,0,0,1,1,0,0,324.6665,0,0,0,1476.188,0,82.021,0,1409.283,1,2183.551,4,4,0,0,1540,16,16,0.75
0,3,7,126.072342,byplayer,0,3,52,0,0,0,0,0,0,0,0,0,0,1639.9408,0,53.5517578,0,1406.443,0,2001.14282,5,4,0,0,1540,16,16,0.75
0,0,4,24.99388,byplayer,0,9,60,0,0,0,0,0,0,0,0,0,0,8612.289,0,0,0,1162.491,0,1104.46,5,10,0,0,1540,16,16,0.375
0,0,4,60.7279854,byplayer,0,1,28,0,0,1,1,0,0,236.873871,0,0,0,9723.99,0,0,0,1034.217,0,872.759949,5,10,0,0,1540,16,16,0.375
0,1,3,59.29394,byplayer,0,2,61,0,0,0,0,0,0,0,0,0,1,8547.188,0,0,0,1033.646,0,1311.16614,2,10,0,0,1540,16,16,0.375
2,0,3,307.323334,byplayer,0,3,13,0,0,1,2,0,0,279.8221,0,0,1,8254.941,0,0,0,1116.316,1,1014.80939,4,10,0,0,1540,16,16,0.375
0,0,3,200.3258,byplayer,0,0,55,0,0,0,0,0,0,0,0,0,0,2356.25439,0,0,0,1361.56,0,3293.72534,6,6,0,0,1540,16,16,0.625
1,0,0,263.826538,byplayer,0,0,54,0,0,0,0,0,0,0,0,0,0,3204.59741,0,0,0,1369.892,0,2601.15771,5,6,0,0,1540,16,16,0.625
1,1,0,154.91156,byplayer,0,0,25,0,0,1,1,0,0,130.369751,0,0,0,3062.99463,0,0,0,1388.26,0,2725.21753,2,6,0,0,1540,16,16,0.625
0,1,0,0,byplayer,0,0,56,0,0,0,0,0,0,0,0,0,0,3220.33618,0,0,0,1269.949,0,2884.37573,14,6,0,0,1540,16,16,0.625
3,0,3,251.595215,byplayer,1,2,1,0,0,2,5,0,0,103.843994,0,0,0,3033.6604,0,73.84426,0,1202.872,0,2829.637,4,7,0,0,1540,16,16,0.5625
0,0,4,81.54431,byplayer,0,0,57,0,0,0,0,0,0,0,0,0,0,3617.14355,0,0,0,859.379,0,788.0128,6,7,0,0,1540,16,16,0.5625
0,0,0,89.30249,byplayer,0,0,58,0,0,0,0,0,0,0,0,0,0,3025.63354,0,0,0,544.928,0,458.0901,3,7,0,0,1540,16,16,0.5625
2,2,5,452.741669,byplayer,0,2,10,0,0,1,2,0,0,63.76202,0,0,0,5477.58447,0,57.62005,0,1197.432,0,1715.26624,6,7,0,0,1540,16,16,0.5625
0,0,1,124.902878,byplayer,0,0,33,0,0,1,1,0,0,36.99878,0,0,0,2265.65039,0,0,0,969.171,0,1754.69849,5,13,0,0,1843,16,16,0.1875
0,0,2,0,byplayer,0,0,66,0,0,0,0,0,0,0,0,0,0,2764.415,0,0,0,969.163,0,1414.91846,9,13,0,0,1843,16,16,0.1875
1,0,1,98.0029449,byplayer,1,0,34,0,0,1,1,0,0,32.94121,0,0,0,1796.12207,0,0,0,744.712,0,991.3078,4,13,0,0,1843,16,16,0.1875
2,0,3,131.943161,byplayer,1,0,15,0,0,2,2,0,0,222.219528,0,0,0,1776.55,0,0,0,794.624,0,1520.69092,3,13,0,0,1843,16,16,0.1875
1,0,5,47.249,suicide,1,3,23,0,0,1,1,0,0,27.26377,0,0,0,4377.0083,0,0,1,1410.637,0,743.8858,3,6,0,0,1843,16,16,0.625
1,2,8,275.896942,byplayer,0,6,4,0,0,2,3,0,0,230.067383,0,0,0,3448.36816,0,0,0,1392.641,0,862.378,8,6,0,0,1843,16,16,0.625
1,2,5,485.224426,suicide,0,2,22,0,0,1,1,0,0,258.327667,0,0,2,4614.287,0,0,1,1410.641,0,1165.38123,5,6,0,0,1843,16,16,0.625
1,0,6,157.14183,byplayer,0,4,13,0,0,1,2,0,0,212.678223,0,0,1,4616.64453,0,0,0,1410.645,0,616.0397,5,6,0,0,1843,16,16,0.625
0,0,4,113.075073,byplayer,0,1,54,0,0,0,0,0,0,0,0,0,1,3385.63037,0,14.1903677,0,1260.944,0,2110.61816,5,7,0,0,1843,16,16,0.5625
1,0,5,307.137421,byplayer,1,1,14,0,0,1,2,0,0,137.075577,0,0,0,3013.1438,0,18.61709,0,1282.65,0,2072.72217,8,7,0,0,1843,16,16,0.5625
1,0,2,97.74745,byplayer,0,1,55,0,0,0,0,0,0,0,0,0,0,4202.67725,0,14.1295786,0,1185.682,0,2728.354,4,7,0,0,1843,16,16,0.5625
0,0,5,0,byplayer,0,2,24,0,0,1,1,0,0,6.39261341,0,0,0,3780.38867,0,23.6234055,0,1371.906,0,1934.44287,6,7,0,0,1843,16,16,0.5625
1,0,5,116.372772,byplayer,0,4,21,0,0,1,1,0,0,90.56826,0,0,0,4257.54053,0,0,0,1193.689,0,1151.71753,5,5,0,0,1843,16,16,0.6875
2,0,4,509.4568,suicide,0,3,3,0,0,1,3,0,0,323.448242,0,0,0,3089.708,0,0,1,1412.648,0,1982.98621,3,5,0,0,1843,16,16,0.6875
0,2,3,162.891937,byplayer,0,4,53,0,0,0,0,0,0,0,0,0,0,4329.26025,0,0,0,1233.363,0,1367.08655,4,5,0,0,1843,16,16,0.6875
3,1,7,255.594147,byplayer,0,4,20,0,0,1,1,0,0,7.08343744,0,0,1,3398.91626,0,0,0,1614.268,0,1930.07385,4,5,0,0,1843,16,16,0.6875
1,1,0,22.5773125,byplayer,0,0,64,0,0,0,0,0,0,0,0,0,1,2972.82178,0,0,0,972.973,0,1456.15088,3,12,0,0,1843,16,16,0.25
0,0,1,142.409988,byplayer,0,1,65,0,0,0,0,0,0,0,0,0,0,2206.9502,0,0,0,854.218,0,1559.335,7,12,0,0,1843,16,16,0.25
1,0,2,99.99999,byplayer,1,1,32,0,0,1,1,0,0,8.784988,0,0,0,2135.089,0,0,0,974.646,0,2120.18457,3,12,0,0,1843,16,16,0.25
1,1,2,153.670013,byplayer,1,5,31,0,0,1,1,0,0,171.772171,0,0,0,1904.239,0,0,0,977.094,0,1274.06812,4,12,0,0,1843,16,16,0.25
1,2,4,353.580322,byplayer,0,5,50,0,0,0,0,0,0,0,0,0,0,1443.16052,0,7.70509958,0,1787.656,0,3295.19067,7,3,0,0,1843,16,16,0.8125
1,0,2,396.418762,byplayer,0,2,19,0,0,1,1,0,0,282.466431,0,0,0,1795.86121,0,0,0,1321.987,0,1763.15,6,3,0,0,1843,16,16,0.8125
2,2,8,514.464233,byplayer,0,2,9,0,0,1,2,0,0,243.715454,0,0,0,1937.967,0,0,0,1787.651,0,2017.34937,3,3,0,0,1843,16,16,0.8125
1,0,7,181.216125,byplayer,0,8,51,0,0,0,0,0,0,0,0,0,0,2235.79663,0,0,0,1729.891,0,2081.68726,6,3,0,0,1843,16,16,0.8125
0,1,0,200.339,byplayer,0,0,52,0,0,0,0,0,0,0,0,0,1,913.5876,0,0,0,1082.26,0,1765.28674,4,4,0,0,1843,16,16,0.75
2,0,2,440.8591,byplayer,0,8,11,0,0,1,2,0,0,187.4214,0,0,0,1476.44,0,0,0,1764.349,0,2953.86279,5,4,0,0,1843,16,16,0.75
1,2,9,323.159149,byplayer,1,5,10,0,0,1,2,0,0,260.8392,0,0,0,1064.87463,0,0,0,1764.353,0,2697.06885,5,4,0,0,1843,16,16,0.75
1,2,9,352.317749,byplayer,0,4,12,0,0,1,2,0,0,216.124252,0,0,0,0,0,0,0,1747.263,0,3047.20557,5,4,0,0,1843,16,16,0.75
2,3,8,290.797729,byplayer,0,3,8,0,0,2,2,0,0,33.37966,0,0,0,1011.4812,0,0,0,1813.724,0,2030.255,7,2,0,0,1843,16,16,0.875
